"url","Title","Place","DescSnip","Photo","Photo_alt","AllData","SubVals","SubTitles","Status","LinkURLs","LinkURLs_link"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","4321 S Westnedge Ave","Kalamazoo, Michigan","This prime retail location is located immediately adjacent to Discount Tire in Kalamazoo's main retail artery, South Westnedge Avenue. With...","http://x.lnimg.com/photo/thumb_288/756ea26ea3d549deb1073cd7d23c751a.jpg","4321 S Westnedge Ave","4321 S Westnedge Ave
Kalamazoo, Michigan
This prime retail location is located immediately adjacent to Discount Tire in Kalamazoo's main retail artery, South Westnedge Avenue. With...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$300,000
1,449 SF
N/A
Retail
Restaurant","Active
$300,000
1,449 SF
N/A
Retail
Restaurant","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","4321 S Westnedge Ave","http://www.loopnet.com/Listing/20085303/4321-S-Westnedge-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","5100 W Michigan Ave","Kalamazoo, Michigan","Tastefully decorated office building with front door parking. Offers 2 levels of private offices, open work area, conference room, break rooms...","http://x.lnimg.com/photo/thumb_288/e938d944f2bf4762bb740dedc847ec35.jpg","5100 W Michigan Ave","5100 W Michigan Ave
Kalamazoo, Michigan
Tastefully decorated office building with front door parking. Offers 2 levels of private offices, open work area, conference room, break rooms...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
2
$10.50
1,632 - 1,721 SF
3,353 SF
Office
Office Building","Active
2
$10.50
1,632 - 1,721 SF
3,353 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","5100 W Michigan Ave","http://www.loopnet.com/Listing/20077657/5100-W-Michigan-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","911 E Cork Street","Kalamazoo, Michigan","This 1,600 SF is perfect for any investor that wants to lease to Hogzilla, the current tenant and a successful operator at this location for more...","http://x.lnimg.com/photo/thumb_288/d34e51e6a93246d28bdf14b14320de4b.jpg","911 E Cork Street","911 E Cork Street
Kalamazoo, Michigan
This 1,600 SF is perfect for any investor that wants to lease to Hogzilla, the current tenant and a successful operator at this location for more...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$12.00
1,600 SF
1,600 SF
Retail
Free Standing Bldg","Active
1
$12.00
1,600 SF
1,600 SF
Retail
Free Standing Bldg","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","911 E Cork Street","http://www.loopnet.com/Listing/20074955/911-E-Cork-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","4625 W. KL Avenue","Kalamazoo, Michigan","Fantastic former restaurant/bar in the vibrant retail corridor of Western Michigan University Campus. Currently a fitness center and current...","http://x.lnimg.com/photo/thumb_288/4944f36a315e4db3a4aebe5fbde5b786.jpg","4625 W. KL Avenue","4625 W. KL Avenue
Kalamazoo, Michigan
Fantastic former restaurant/bar in the vibrant retail corridor of Western Michigan University Campus. Currently a fitness center and current...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$654,000
5,450 SF
N/A
Retail
Street Retail","Active
$654,000
5,450 SF
N/A
Retail
Street Retail","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","4625 W. KL Avenue","http://www.loopnet.com/Listing/20071352/4625-W-KL-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","242-244 East Michigan","Kalamazoo, Michigan","This beautiful property consists of 1.600 SF of open concept office space on the ground level. The office space rents for $1,255.00 per month,...","http://x.lnimg.com/photo/thumb_288/3ea4b58dc16f49f7bf33124901bdd84e.jpg","242-244 East Michigan","242-244 East Michigan
Kalamazoo, Michigan
This beautiful property consists of 1.600 SF of open concept office space on the ground level. The office space rents for $1,255.00 per month,...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$349,000
3,212 SF
N/A
Retail
Retail Condo","Active
$349,000
3,212 SF
N/A
Retail
Retail Condo","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","242-244 East Michigan","http://www.loopnet.com/Listing/20064057/242-244-East-Michigan-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","3609-3627 S. Westnedge Avenue","Kalamazoo, Michigan","3609 S Westnedge - 1,759 sq. ft. | 3627 S. Westnedge - 1,532 sq. ft.Retail redevelopment. Great location on Westnedge Avenue corridor with high...","http://x.lnimg.com/photo/thumb_288/8716d595dcf445318183f6e5f4ff5267.jpg","3609-3627 S. Westnedge Avenue","3609-3627 S. Westnedge Avenue
Kalamazoo, Michigan
3609 S Westnedge - 1,759 sq. ft. | 3627 S. Westnedge - 1,532 sq. ft.Retail redevelopment. Great location on Westnedge Avenue corridor with high...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$749,000
3,291 SF
N/A
Retail
Street Retail","Active
$749,000
3,291 SF
N/A
Retail
Street Retail","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","3609-3627 S. Westnedge Avenue","http://www.loopnet.com/Listing/20060077/3609-3627-S-Westnedge-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","1504 W Michigan Avenue","Kalamazoo, Michigan","Retail space just North of the Western Michigan's Waldo Stadium. Space boasts 1,800 SF on busy corner with plenty of foot-traffic. Perfect for...","http://x.lnimg.com/photo/thumb_288/a3f0d9fe434c477e8a26b8f8d0e3a428.jpg","1504 W Michigan Avenue","1504 W Michigan Avenue
Kalamazoo, Michigan
Retail space just North of the Western Michigan's Waldo Stadium. Space boasts 1,800 SF on busy corner with plenty of foot-traffic. Perfect for...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$12.00
1,800 SF
3,600 SF
Retail
Street Retail","Active
1
$12.00
1,800 SF
3,600 SF
Retail
Street Retail","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","1504 W Michigan Avenue","http://www.loopnet.com/Listing/20059519/1504-W-Michigan-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","4341 South Westnedge Ave.","Kalamazoo, Michigan","Premier Office Park near I-94. Great signage on Westnedge for each tenant. Community atmosphere, security & lighting. On-site UPS & daily mail...","http://x.lnimg.com/photo/thumb_288/0e50ffb66dff4f3eba9f01f6ce7c82af.jpg","4341 South Westnedge Ave.","4341 South Westnedge Ave.
Kalamazoo, Michigan
Premier Office Park near I-94. Great signage on Westnedge for each tenant. Community atmosphere, security & lighting. On-site UPS & daily mail...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
2
$15.95 - $20.00
300 - 1,787 SF
72,000 SF
Office
Office Building","Active
2
$15.95 - $20.00
300 - 1,787 SF
72,000 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","4341 South Westnedge Ave.","http://www.loopnet.com/Listing/14816389/4341-South-Westnedge-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","1020 E Cork","Kalamazoo, Michigan","Great retail center located on highly traveled road with excellent signage & visibility. The center is anchored by Harding's Market & Rite Aid. ...","http://x.lnimg.com/photo/thumb_288/e71d8b0a995147f58d09648d0c238bd3.jpg","1020 E Cork","1020 E Cork
Kalamazoo, Michigan
Great retail center located on highly traveled road with excellent signage & visibility. The center is anchored by Harding's Market & Rite Aid. ...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$10.00
3,800 SF
3,800 SF
Retail
Strip Center","Active
1
$10.00
3,800 SF
3,800 SF
Retail
Strip Center","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","1020 E Cork","http://www.loopnet.com/Listing/20049271/1020-E-Cork-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","500 S 8th Street","Kalamazoo, Michigan","Excellent west side industrial building consisting of 13,200 SF with approximately 3,000 SF professional offices, including reception area, break...","http://x.lnimg.com/photo/thumb_288/cb4f5150b6244bc0b4084cbce67fcbea.jpg","500 S 8th Street","500 S 8th Street
Kalamazoo, Michigan
Excellent west side industrial building consisting of 13,200 SF with approximately 3,000 SF professional offices, including reception area, break...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$3.99
13,200 SF
13,200 SF
Industrial
Distribution Warehouse","Active
1
$3.99
13,200 SF
13,200 SF
Industrial
Distribution Warehouse","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","500 S 8th Street","http://www.loopnet.com/Listing/20042687/500-S-8th-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","104-118 North Drake","Kalamazoo, Michigan","I have 1.8 acres of vacant commercial property on North Drake Road. It is ready to be built on! I am open to all offers, trades and contracts. I...","http://x.lnimg.com/xnet/mainsite/images/placeholders/no-photo.svg","104-118 North Drake","104-118 North Drake
Kalamazoo, Michigan
I have 1.8 acres of vacant commercial property on North Drake Road. It is ready to be built on! I am open to all offers, trades and contracts. I...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$215,000
1.80 Acres
Land
Commercial/Other (land)","Active
$215,000
1.80 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","104-118 North Drake","http://www.loopnet.com/Listing/20034128/104-118-North-Drake-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","890-1090 North 10th Street","Kalamazoo, Michigan","Class A office suites available in a prestigious, corporate-like setting on the west side with exposure and direct access to US-131. Perfect for...","http://x.lnimg.com/photo/thumb_288/a4e44048c6f941c0af1ca0a5d0bdf6b8.jpg","890-1090 North 10th Street","890-1090 North 10th Street
Kalamazoo, Michigan
Class A office suites available in a prestigious, corporate-like setting on the west side with exposure and direct access to US-131. Perfect for...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
3
$15.95
466 - 4,653 SF
50,880 SF
Office
Office Building","Active
3
$15.95
466 - 4,653 SF
50,880 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","890-1090 North 10th Street","http://www.loopnet.com/Listing/17092056/890-1090-North-10th-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","2233 N Burdick St","Kalamazoo, Michigan","Versatile property can be used for various purposes. Currently, the building contains a kitchen, bar equipment and area for a band and dance...","http://x.lnimg.com/photo/thumb_288/f09a8343ba294966a9f5c076a94b4013.jpg","2233 N Burdick St","2233 N Burdick St
Kalamazoo, Michigan
Versatile property can be used for various purposes. Currently, the building contains a kitchen, bar equipment and area for a band and dance...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$175,000
4,072 SF
N/A
Retail
Free Standing Bldg","Active
$175,000
4,072 SF
N/A
Retail
Free Standing Bldg","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","2233 N Burdick St","http://www.loopnet.com/Listing/20021854/2233-N-Burdick-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","116 - 126 Portage Rd","Kalamazoo, Michigan","New retail opportunity in Downtown Kalamazoo on Portage Street, just off Michigan Avenue. The space is move-in ready and features an on-site,...","http://x.lnimg.com/photo/thumb_288/1d972a980ab040638b468e376024385f.jpg","116 - 126 Portage Rd","116 - 126 Portage Rd
Kalamazoo, Michigan
New retail opportunity in Downtown Kalamazoo on Portage Street, just off Michigan Avenue. The space is move-in ready and features an on-site,...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$13.33
1,332 - 2,664 SF
20,581 SF
Retail
Restaurant","Active
1
$13.33
1,332 - 2,664 SF
20,581 SF
Retail
Restaurant","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","116 - 126 Portage Rd","http://www.loopnet.com/Listing/20019924/116-126-Portage-Rd-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","125 South Kalamazoo Mall","Kalamazoo, Michigan","6 suites available from 460 SF to 7,688 SF. Located in the Kalamazoo City Centre, with amenities too numerous to mention. Connected ramp parking...","http://x.lnimg.com/photo/thumb_288/cfa402638a354c1a8c65ee03587e7b8a.jpg","125 South Kalamazoo Mall","125 South Kalamazoo Mall
Kalamazoo, Michigan
6 suites available from 460 SF to 7,688 SF. Located in the Kalamazoo City Centre, with amenities too numerous to mention. Connected ramp parking...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
5
$8.00 - $15.50
460 - 7,688 SF
172,000 SF
Office
Creative/Loft","Active
5
$8.00 - $15.50
460 - 7,688 SF
172,000 SF
Office
Creative/Loft","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","125 South Kalamazoo Mall","http://www.loopnet.com/Listing/19171190/125-South-Kalamazoo-Mall-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","517 Parker Ave","Kalamazoo, Michigan","Great building & location. Beautiful building has been used as a 3 station beauty salon & barber shop, but could be renovated. The interior is...","http://x.lnimg.com/photo/thumb_288/731667f2e82f4e97bc49aa4982c22720.jpg","517 Parker Ave","517 Parker Ave
Kalamazoo, Michigan
Great building & location. Beautiful building has been used as a 3 station beauty salon & barber shop, but could be renovated. The interior is...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$114,900
1,144 SF
N/A
Retail
Free Standing Bldg","Active
$114,900
1,144 SF
N/A
Retail
Free Standing Bldg","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","517 Parker Ave","http://www.loopnet.com/Listing/20010853/517-Parker-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","833W South Street","Kalamazoo, Michigan","Brick and stone office building on beautiful tree-lined South Street in downtown Kalamazoo. Central air, all city utilities, barrier free...","http://x.lnimg.com/photo/thumb_288/d6e55cdde6a8418a9b23b36c89219a4d.jpg","833W South Street","833W South Street
Kalamazoo, Michigan
Brick and stone office building on beautiful tree-lined South Street in downtown Kalamazoo. Central air, all city utilities, barrier free...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$115,000
1,558 SF
N/A
Office
Office Building","Active
$115,000
1,558 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","833W South Street","http://www.loopnet.com/Listing/20003652/833W-South-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","500 W Crosstown Parkway","Kalamazoo, Michigan","Medical office at Westnedge & Crosstown Parkway. Nearby stream, 2 Floors, 6,400 SF, Elevator, Surgical Room, Brick, Multi-tenant building. 1.400...","http://x.lnimg.com/photo/thumb_288/1a63a3f5c0924b5b99c8e45df6c88395.jpg","500 W Crosstown Parkway","500 W Crosstown Parkway
Kalamazoo, Michigan
Medical office at Westnedge & Crosstown Parkway. Nearby stream, 2 Floors, 6,400 SF, Elevator, Surgical Room, Brick, Multi-tenant building. 1.400...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$10.00
1,400 SF
6,400 SF
Office
Office Building","Active
1
$10.00
1,400 SF
6,400 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","500 W Crosstown Parkway","http://www.loopnet.com/Listing/19997664/500-W-Crosstown-Parkway-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","616 E Vine","Kalamazoo, Michigan","Very well maintained facility. Newer warehouse, with very nice office & showroom. Ample parking. Loading docks and Overhead doors. Also,...","http://x.lnimg.com/photo/thumb_288/549934e067d5427c95bc1553f6554a2f.jpg","616 E Vine","616 E Vine
Kalamazoo, Michigan
Very well maintained facility. Newer warehouse, with very nice office & showroom. Ample parking. Loading docks and Overhead doors. Also,...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$3.95
31,009 SF
31,009 SF
Industrial
Warehouse","Active
1
$3.95
31,009 SF
31,009 SF
Industrial
Warehouse","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","616 E Vine","http://www.loopnet.com/Listing/19981055/616-E-Vine-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/5/","3635 East Main","Kalamazoo, Michigan","Very versatile retail building on one of the ""main"" thoroughfares in our great city of Kalamazoo. Can be separated into three separate units or...","http://x.lnimg.com/photo/thumb_288/a80cb259088e46bea7e3e2192048199a.jpg","3635 East Main","3635 East Main
Kalamazoo, Michigan
Very versatile retail building on one of the ""main"" thoroughfares in our great city of Kalamazoo. Can be separated into three separate units or...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$219,000
11,800 SF
N/A
Retail
Free Standing Bldg","Active
$219,000
11,800 SF
N/A
Retail
Free Standing Bldg","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","3635 East Main","http://www.loopnet.com/Listing/19980179/3635-East-Main-Kalamazoo-MI/"
